Name,Link,Family,Thickness(%),x-Location_of_Max_Thk(%),Camber(%),Data_Sources,Cl_Max,Cl/Cd_Max,Cd@Cl=0.1,Cd@Cl=0.4,Cd@Cl=0.6
NACA63-715 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=86846f26-7e26-469b-901c-818fc0dfdf94"" target=""_blank"">NACA63-715 a=0.2</a>",NACA 63-series,15.0,33.9,4.2,JF XF,1.66,139,0.005,0.006,0.006
NACA63-715 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=5369493e-27c7-44d8-b760-f5ebe24d16d9"" target=""_blank"">NACA63-715 a=0.5</a>",NACA 63-series,15.0,33.9,4.7,JF XF,1.69,165,0.006,0.005,0.006
NACA63-715 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=478de2fa-e2ce-4c97-8da4-1167fbea83ac"" target=""_blank"">NACA63-715 a=0.6</a>",NACA 63-series,15.0,33.9,4.7,JF XF,1.70,151,0.006,0.006,0.006
NACA63-715 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=d3b5d4ff-bf14-4699-b8f6-4bea77e4458f"" target=""_blank"">NACA63-715 a=0.8</a>",NACA 63-series,15.0,33.9,4.3,JF XF,1.73,163,0.006,0.006,0.006
NACA63-716,"<a href=""http://www.bigfoil.com/index.php?airfoil=4136f625-f920-49c2-b03d-e90ada8122bc"" target=""_blank"">NACA63-716</a>",NACA 63-series,16.0,33.9,3.4,JF XF,1.78,169,0.008,0.006,0.006
NACA63-716 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=650aab16-b694-4b74-b392-f562e5c43587"" target=""_blank"">NACA63-716 a=0.0</a>",NACA 63-series,16.0,33.9,3.7,JF XF,1.68,135,0.007,0.006,0.006
NACA63-716 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=2b2a7bb5-099d-4b30-971b-8a9c27c1cb60"" target=""_blank"">NACA63-716 a=0.2</a>",NACA 63-series,16.0,33.9,4.1,JF XF,1.71,136,0.006,0.006,0.006
NACA63-716 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=39f84d59-2d4f-4f0e-aef6-e27d5b9427ee"" target=""_blank"">NACA63-716 a=0.5</a>",NACA 63-series,16.0,33.9,4.7,JF XF,1.75,158,0.006,0.006,0.006
NACA63-716 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=dd3d17ce-c10a-4ca7-99eb-af8243535aca"" target=""_blank"">NACA63-716 a=0.6</a>",NACA 63-series,16.0,33.9,4.6,JF XF,1.76,149,0.006,0.006,0.006
NACA63-716 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=afa27839-1c5f-481b-ab13-2adfcf88d00b"" target=""_blank"">NACA63-716 a=0.8</a>",NACA 63-series,16.0,33.9,4.2,JF XF,1.79,153,0.007,0.006,0.006
NACA63-717,"<a href=""http://www.bigfoil.com/index.php?airfoil=2cc9c7f5-5f60-473a-b2f2-8c6754995085"" target=""_blank"">NACA63-717</a>",NACA 63-series,17.0,33.9,3.3,JF XF,1.84,167,0.008,0.006,0.006
NACA63-717 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=aa64b361-3293-4e49-996d-306074479cf9"" target=""_blank"">NACA63-717 a=0.0</a>",NACA 63-series,17.0,33.9,3.6,JF XF,1.73,133,0.008,0.006,0.006
NACA63-717 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=d45383e7-64c3-4577-af95-4a9dd14a3c80"" target=""_blank"">NACA63-717 a=0.2</a>",NACA 63-series,17.0,33.9,4.0,JF XF,1.76,133,0.006,0.006,0.006
NACA63-717 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=eda6aa06-b1d9-4433-8d04-2b94e06c8c81"" target=""_blank"">NACA63-717 a=0.5</a>",NACA 63-series,17.0,33.9,4.6,JF XF,1.81,149,0.007,0.006,0.006
NACA63-717 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=6d8cf879-30a1-40e1-a4f7-5cb0fe5bb5ae"" target=""_blank"">NACA63-717 a=0.6</a>",NACA 63-series,17.0,33.9,4.6,JF XF,1.82,145,0.006,0.006,0.006
NACA63-717 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=d3f41854-8bd2-4de6-87f5-aca2d1870339"" target=""_blank"">NACA63-717 a=0.8</a>",NACA 63-series,17.0,33.9,4.2,JF XF,1.86,152,0.007,0.006,0.006
NACA63-718,"<a href=""http://www.bigfoil.com/index.php?airfoil=15b476dd-6ff6-4d26-8fa8-7b402afbff58"" target=""_blank"">NACA63-718</a>",NACA 63-series,18.0,33.9,3.3,JF XF,1.89,165,0.007,0.006,0.006
NACA63-718 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=13b169ab-98eb-4f0c-a159-d4758f9bb0aa"" target=""_blank"">NACA63-718 a=0.0</a>",NACA 63-series,18.0,33.9,3.6,JF XF,1.78,131,0.008,0.006,0.006
NACA63-718 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=33f8742c-78ce-4a67-b198-3494ab644c42"" target=""_blank"">NACA63-718 a=0.2</a>",NACA 63-series,18.0,33.9,4.0,JF XF,1.81,131,0.008,0.006,0.006
NACA63-718 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=a2f8dbb0-4509-42d8-9f27-2deee9351d08"" target=""_blank"">NACA63-718 a=0.5</a>",NACA 63-series,18.0,33.9,4.5,JF XF,1.87,146,0.006,0.006,0.006
NACA63-718 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=31742649-8234-4440-98c3-7e772369d4a3"" target=""_blank"">NACA63-718 a=0.6</a>",NACA 63-series,18.0,33.9,4.5,JF XF,1.88,142,0.007,0.006,0.006
NACA63-718 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=bb1e260a-902d-4a5e-a7d3-c32f4a761333"" target=""_blank"">NACA63-718 a=0.8</a>",NACA 63-series,18.0,33.9,4.1,JF XF,1.91,150,0.007,0.006,0.006
NACA63-719,"<a href=""http://www.bigfoil.com/index.php?airfoil=c610187e-622a-445c-a2bd-01901703c750"" target=""_blank"">NACA63-719</a>",NACA 63-series,19.0,33.9,3.3,JF XF,1.95,163,0.007,0.006,0.007
NACA63-719 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=37676361-ba94-43d8-9f3b-12ff09f47e29"" target=""_blank"">NACA63-719 a=0.0</a>",NACA 63-series,19.0,33.9,3.5,JF XF,1.84,128,0.007,0.006,0.006
NACA63-719 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=368e5984-3386-47b1-b86d-8458a554ec54"" target=""_blank"">NACA63-719 a=0.2</a>",NACA 63-series,19.0,33.9,3.9,JF XF,1.87,128,0.007,0.006,0.007
NACA63-719 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=bdb3c513-528f-428d-8113-f89d50e7aaf8"" target=""_blank"">NACA63-719 a=0.5</a>",NACA 63-series,19.0,33.9,4.5,JF XF,1.92,138,0.007,0.006,0.006
NACA63-719 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=069e3869-606f-4016-819d-d840f5a47b7f"" target=""_blank"">NACA63-719 a=0.6</a>",NACA 63-series,19.0,33.9,4.4,JF XF,1.94,139,0.007,0.006,0.007
NACA63-719 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=3aa232d6-2625-4c90-bb90-adfea8ada93b"" target=""_blank"">NACA63-719 a=0.8</a>",NACA 63-series,19.0,33.9,4.1,JF XF,1.97,148,0.007,0.006,0.007
NACA63-720,"<a href=""http://www.bigfoil.com/index.php?airfoil=18743cb9-b075-4d25-a39e-4a596344911a"" target=""_blank"">NACA63-720</a>",NACA 63-series,20.0,33.9,3.2,JF XF,2.00,162,0.007,0.006,0.007
NACA63-720 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=25bb755a-d891-4e9d-bc27-94775f931ad1"" target=""_blank"">NACA63-720 a=0.0</a>",NACA 63-series,20.0,33.9,3.5,JF XF,1.90,125,0.006,0.006,0.007
NACA63-720 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=400f8894-e0ce-47d0-9646-fb7861e04cf6"" target=""_blank"">NACA63-720 a=0.2</a>",NACA 63-series,20.0,33.9,3.9,JF XF,1.92,125,0.006,0.006,0.007
NACA63-720 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=49e80e24-82f7-449d-9c7e-70d678897156"" target=""_blank"">NACA63-720 a=0.5</a>",NACA 63-series,20.0,33.9,4.4,JF XF,1.97,135,0.007,0.006,0.007
NACA63-720 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=8ca06506-5f88-4af9-8e05-06ff1fd3c970"" target=""_blank"">NACA63-720 a=0.6</a>",NACA 63-series,20.0,33.9,4.4,JF XF,1.99,137,0.007,0.006,0.007
NACA63-720 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=0ca7ce94-99fe-493e-a64c-c8065dcb4ff6"" target=""_blank"">NACA63-720 a=0.8</a>",NACA 63-series,20.0,33.9,4.0,JF XF,2.02,147,0.007,0.006,0.007
NACA63A010,"<a href=""http://www.bigfoil.com/index.php?airfoil=f994cfff-bba7-441d-a6c9-c2ce22dff5ef"" target=""_blank"">NACA63A010</a>",NACA 63-series,10.0,35.8,0.0,JF XF,0.95,82,0.005,0.008,0.114
NACA63A011,"<a href=""http://www.bigfoil.com/index.php?airfoil=e433d074-8db0-49a6-96fe-8d979446b463"" target=""_blank"">NACA63A011</a>",NACA 63-series,11.0,35.8,0.0,JF XF,0.95,93,0.005,0.005,0.008
NACA63A012,"<a href=""http://www.bigfoil.com/index.php?airfoil=20c9bf03-115a-4a89-9bde-5f4d1471eb4f"" target=""_blank"">NACA63A012</a>",NACA 63-series,12.0,35.8,0.0,JF XF,1.01,92,0.005,0.005,0.008
NACA63A013,"<a href=""http://www.bigfoil.com/index.php?airfoil=256ee894-6cf7-4127-b3e9-a163f2c3d053"" target=""_blank"">NACA63A013</a>",NACA 63-series,13.0,35.8,0.0,JF XF,1.08,88,0.005,0.005,0.008
NACA63A014,"<a href=""http://www.bigfoil.com/index.php?airfoil=c8d35149-3524-4070-a06c-0bf8c445c777"" target=""_blank"">NACA63A014</a>",NACA 63-series,14.0,35.8,0.0,JF XF,1.14,87,0.005,0.006,0.007
NACA63A015,"<a href=""http://www.bigfoil.com/index.php?airfoil=5560e497-583d-44cc-ab35-57f0509978b0"" target=""_blank"">NACA63A015</a>",NACA 63-series,15.0,35.8,0.0,JF XF,1.20,92,0.005,0.006,0.007
NACA63A016,"<a href=""http://www.bigfoil.com/index.php?airfoil=4d0dfb6c-bbb9-4775-a5cc-21a815f93360"" target=""_blank"">NACA63A016</a>",NACA 63-series,16.0,35.8,0.0,JF XF,1.25,89,0.006,0.006,0.007
NACA63A017,"<a href=""http://www.bigfoil.com/index.php?airfoil=32300887-a279-4dff-910f-e3859ed07860"" target=""_blank"">NACA63A017</a>",NACA 63-series,17.0,35.8,0.0,JF XF,1.31,95,0.006,0.006,0.006
NACA63A018,"<a href=""http://www.bigfoil.com/index.php?airfoil=6636db55-029e-4c97-af50-ceb68c0fa8be"" target=""_blank"">NACA63A018</a>",NACA 63-series,18.0,35.8,0.0,JF XF,1.37,94,0.006,0.006,0.007
NACA63A109,"<a href=""http://www.bigfoil.com/index.php?airfoil=804b55d9-eda3-4344-af94-5b50e0df4d78"" target=""_blank"">NACA63A109</a>",NACA 63-series,9.0,35.8,0.6,JF XF,0.90,85,0.005,0.006,0.102
NACA63A110,"<a href=""http://www.bigfoil.com/index.php?airfoil=ca578408-3618-491d-93d4-e11b296b644a"" target=""_blank"">NACA63A110</a>",NACA 63-series,10.0,35.8,0.6,JF XF,0.96,88,0.005,0.005,0.008
NACA63A111,"<a href=""http://www.bigfoil.com/index.php?airfoil=0125e240-3166-42d0-a8fa-1944718cad57"" target=""_blank"">NACA63A111</a>",NACA 63-series,11.0,35.8,0.6,JF XF,1.02,93,0.005,0.005,0.008
NACA63A112,"<a href=""http://www.bigfoil.com/index.php?airfoil=401b7c97-e3ef-4899-aee2-1f09f9ef90c1"" target=""_blank"">NACA63A112</a>",NACA 63-series,12.0,35.8,0.6,JF XF,1.09,94,0.005,0.006,0.007
NACA63A113,"<a href=""http://www.bigfoil.com/index.php?airfoil=229dc93d-1e9f-47e3-9d3c-231a2facedfd"" target=""_blank"">NACA63A113</a>",NACA 63-series,13.0,35.8,0.6,JF XF,1.15,99,0.005,0.006,0.006
NACA63A114,"<a href=""http://www.bigfoil.com/index.php?airfoil=eb852663-a2c9-4a88-9617-d6017c72d634"" target=""_blank"">NACA63A114</a>",NACA 63-series,14.0,35.8,0.6,JF XF,1.21,99,0.006,0.006,0.006
NACA63A115,"<a href=""http://www.bigfoil.com/index.php?airfoil=86bed88a-ff7c-403f-a5ac-abf6477914ab"" target=""_blank"">NACA63A115</a>",NACA 63-series,15.0,35.8,0.6,JF XF,1.27,99,0.006,0.006,0.006
NACA63A116,"<a href=""http://www.bigfoil.com/index.php?airfoil=3edeb0b7-f469-4f31-9e25-0a68579b1a70"" target=""_blank"">NACA63A116</a>",NACA 63-series,16.0,35.8,0.5,JF XF,1.33,104,0.006,0.006,0.006
NACA63A117,"<a href=""http://www.bigfoil.com/index.php?airfoil=9c94b4d9-40eb-497e-9b4f-796082de1171"" target=""_blank"">NACA63A117</a>",NACA 63-series,17.0,35.8,0.5,JF XF,1.39,104,0.006,0.006,0.007
NACA63A118,"<a href=""http://www.bigfoil.com/index.php?airfoil=395ed2bd-5f31-4268-a429-4d7948fead70"" target=""_blank"">NACA63A118</a>",NACA 63-series,18.0,35.8,0.5,JF XF,1.45,108,0.006,0.006,0.007
NACA63A119,"<a href=""http://www.bigfoil.com/index.php?airfoil=d636d07a-4bb3-4d14-b8b5-1d0353ecc2cf"" target=""_blank"">NACA63A119</a>",NACA 63-series,19.0,35.8,0.5,JF XF,1.50,108,0.006,0.006,0.007
NACA63A120,"<a href=""http://www.bigfoil.com/index.php?airfoil=0745fb82-92e3-43fe-b4b4-41b4551b922e"" target=""_blank"">NACA63A120</a>",NACA 63-series,20.0,35.8,0.5,JF XF,1.56,112,0.006,0.006,0.007
NACA63A209,"<a href=""http://www.bigfoil.com/index.php?airfoil=fda09e27-6f28-43a4-8a54-bff2e86a2801"" target=""_blank"">NACA63A209</a>",NACA 63-series,9.0,35.8,1.2,JF XF,0.98,97,0.005,0.005,0.101
NACA63A210,"<a href=""http://www.bigfoil.com/index.php?airfoil=53ab145b-40b6-4189-b1bb-63f3fe5e93e9"" target=""_blank"">NACA63A210</a>",NACA 63-series,10.0,35.8,1.2,JF XF,1.04,103,0.005,0.005,0.006
NACA63A211,"<a href=""http://www.bigfoil.com/index.php?airfoil=c24d6c5d-03e6-4721-b83c-4786eeb757cf"" target=""_blank"">NACA63A211</a>",NACA 63-series,11.0,35.8,1.2,JF XF,1.10,107,0.005,0.005,0.006
NACA63A212,"<a href=""http://www.bigfoil.com/index.php?airfoil=85d24515-8c97-478e-b0e1-e1d8efa67dbd"" target=""_blank"">NACA63A212</a>",NACA 63-series,12.0,35.8,1.2,JF XF,1.16,111,0.005,0.006,0.006
NACA63A213,"<a href=""http://www.bigfoil.com/index.php?airfoil=9fb5e8ef-7f9e-40fb-9526-c0ec7cb2f381"" target=""_blank"">NACA63A213</a>",NACA 63-series,13.0,35.8,1.2,JF XF,1.23,111,0.005,0.006,0.006
NACA63A214,"<a href=""http://www.bigfoil.com/index.php?airfoil=bf7bbe60-23e5-4e33-8680-9b3074b55f2d"" target=""_blank"">NACA63A214</a>",NACA 63-series,14.0,35.8,1.2,JF XF,1.29,112,0.006,0.006,0.006
NACA63A215,"<a href=""http://www.bigfoil.com/index.php?airfoil=bced0d11-bce8-4438-8048-3866f9bdb829"" target=""_blank"">NACA63A215</a>",NACA 63-series,15.0,35.8,1.1,JF XF,1.35,115,0.006,0.006,0.006
NACA63A216,"<a href=""http://www.bigfoil.com/index.php?airfoil=8a74f44a-4f32-4bd6-ad29-b7586b572f5e"" target=""_blank"">NACA63A216</a>",NACA 63-series,16.0,35.8,1.1,JF XF,1.41,115,0.006,0.006,0.006
NACA63A217,"<a href=""http://www.bigfoil.com/index.php?airfoil=0454a6e6-8772-41a9-a938-4857ff8bd0b9"" target=""_blank"">NACA63A217</a>",NACA 63-series,17.0,35.8,1.1,JF XF,1.46,118,0.006,0.006,0.006
NACA63A218,"<a href=""http://www.bigfoil.com/index.php?airfoil=2aaf06e2-e3c2-4a06-b16a-eef5fb3a24f3"" target=""_blank"">NACA63A218</a>",NACA 63-series,18.0,35.8,1.1,JF XF,1.52,119,0.006,0.006,0.007
NACA63A219,"<a href=""http://www.bigfoil.com/index.php?airfoil=6d307269-3cb9-486e-aee7-8a5ec071a72c"" target=""_blank"">NACA63A219</a>",NACA 63-series,19.0,35.8,1.1,JF XF,1.57,121,0.006,0.006,0.007
NACA63A220,"<a href=""http://www.bigfoil.com/index.php?airfoil=9540a194-4081-434f-9b73-d3c0dc831b1b"" target=""_blank"">NACA63A220</a>",NACA 63-series,20.0,35.8,1.1,JF XF,1.63,121,0.006,0.006,0.007
NACA63A309,"<a href=""http://www.bigfoil.com/index.php?airfoil=d6156b12-4ef4-42c6-8243-e032240add6b"" target=""_blank"">NACA63A309</a>",NACA 63-series,9.0,35.8,1.9,JF XF,1.06,116,0.005,0.005,0.102
NACA63A310,"<a href=""http://www.bigfoil.com/index.php?airfoil=b0983ec0-e68c-4a76-8c89-20ea11e3b725"" target=""_blank"">NACA63A310</a>",NACA 63-series,10.0,35.8,1.9,JF XF,1.12,119,0.005,0.005,0.006
NACA63A311,"<a href=""http://www.bigfoil.com/index.php?airfoil=09fdc623-8a13-4255-8946-9e3f210fb014"" target=""_blank"">NACA63A311</a>",NACA 63-series,11.0,35.8,1.8,JF XF,1.18,121,0.005,0.005,0.006
NACA63A312,"<a href=""http://www.bigfoil.com/index.php?airfoil=b74bca6d-c592-4441-ba95-88235220699d"" target=""_blank"">NACA63A312</a>",NACA 63-series,12.0,35.8,1.8,JF XF,1.24,122,0.005,0.006,0.006
NACA63A313,"<a href=""http://www.bigfoil.com/index.php?airfoil=ffd42610-96ad-4017-81f3-d5367a22d66e"" target=""_blank"">NACA63A313</a>",NACA 63-series,13.0,35.8,1.8,JF XF,1.30,122,0.005,0.006,0.006
NACA63A314,"<a href=""http://www.bigfoil.com/index.php?airfoil=96e34e91-c337-4fd0-936b-ef7378e07c7c"" target=""_blank"">NACA63A314</a>",NACA 63-series,14.0,35.8,1.8,JF XF,1.36,125,0.006,0.006,0.006
NACA63A315,"<a href=""http://www.bigfoil.com/index.php?airfoil=f9b1fb75-586f-4996-b0b7-85b1f4ac6e3b"" target=""_blank"">NACA63A315</a>",NACA 63-series,15.0,35.8,1.8,JF XF,1.42,125,0.006,0.006,0.006
NACA63A316,"<a href=""http://www.bigfoil.com/index.php?airfoil=75cd7c98-0757-4ced-857f-641b0a4b1a80"" target=""_blank"">NACA63A316</a>",NACA 63-series,16.0,35.8,1.7,JF XF,1.48,127,0.006,0.006,0.006
NACA63A317,"<a href=""http://www.bigfoil.com/index.php?airfoil=2bbe1644-6171-448c-94d5-32b2253cb1e7"" target=""_blank"">NACA63A317</a>",NACA 63-series,17.0,35.8,1.7,JF XF,1.54,127,0.006,0.006,0.006
NACA63A318,"<a href=""http://www.bigfoil.com/index.php?airfoil=6ae4f649-19c3-474e-96a0-794c92c8e67c"" target=""_blank"">NACA63A318</a>",NACA 63-series,18.0,35.8,1.7,JF XF,1.59,129,0.006,0.006,0.006
NACA63A319,"<a href=""http://www.bigfoil.com/index.php?airfoil=23304e80-4618-4e63-b4b0-a91a57c46f58"" target=""_blank"">NACA63A319</a>",NACA 63-series,19.0,35.8,1.7,JF XF,1.65,128,0.006,0.006,0.007
NACA63A320,"<a href=""http://www.bigfoil.com/index.php?airfoil=b20352b0-9b84-4d32-ad26-89fb49c65272"" target=""_blank"">NACA63A320</a>",NACA 63-series,20.0,35.8,1.6,JF XF,1.70,129,0.006,0.006,0.007
NACA63A409,"<a href=""http://www.bigfoil.com/index.php?airfoil=4947e7ef-b868-4ff9-9555-7a899a0c44a9"" target=""_blank"">NACA63A409</a>",NACA 63-series,9.0,35.8,2.5,JF XF,1.13,129,0.006,0.005,0.005
NACA63A410,"<a href=""http://www.bigfoil.com/index.php?airfoil=261fef65-f511-4e48-8cad-9d895884bbc0"" target=""_blank"">NACA63A410</a>",NACA 63-series,10.0,35.8,2.5,JF XF,1.20,131,0.006,0.005,0.006
NACA63A411,"<a href=""http://www.bigfoil.com/index.php?airfoil=cacaa825-8611-4ff1-b28a-d60617449263"" target=""_blank"">NACA63A411</a>",NACA 63-series,11.0,35.8,2.5,JF XF,1.26,132,0.005,0.005,0.006
NACA63A412,"<a href=""http://www.bigfoil.com/index.php?airfoil=4e5ffe20-dfd7-4c54-a566-54f7054eea2e"" target=""_blank"">NACA63A412</a>",NACA 63-series,12.0,35.8,2.4,JF XF,1.32,132,0.005,0.006,0.006
NACA63A413,"<a href=""http://www.bigfoil.com/index.php?airfoil=48a4f079-8d8e-4c3d-b2e5-bda02fd4fcc9"" target=""_blank"">NACA63A413</a>",NACA 63-series,13.0,35.8,2.4,JF XF,1.38,134,0.006,0.006,0.006
NACA63A414,"<a href=""http://www.bigfoil.com/index.php?airfoil=c4f05ad2-ccc1-46e0-91d3-6b7406e9e021"" target=""_blank"">NACA63A414</a>",NACA 63-series,14.0,35.8,2.4,JF XF,1.44,134,0.006,0.006,0.006
NACA63A415,"<a href=""http://www.bigfoil.com/index.php?airfoil=ff66670a-db9f-4d52-8ae7-2017d6f6aa6d"" target=""_blank"">NACA63A415</a>",NACA 63-series,15.0,35.8,2.4,JF XF,1.50,135,0.006,0.006,0.006
NACA63A416,"<a href=""http://www.bigfoil.com/index.php?airfoil=c2fda706-b0cc-483f-b2ea-d96921fc17ee"" target=""_blank"">NACA63A416</a>",NACA 63-series,16.0,35.8,2.3,JF XF,1.56,136,0.006,0.006,0.006
NACA63A417,"<a href=""http://www.bigfoil.com/index.php?airfoil=487502a0-529e-44c8-93b6-3792a47287cd"" target=""_blank"">NACA63A417</a>",NACA 63-series,17.0,35.8,2.3,JF XF,1.61,136,0.006,0.006,0.006
NACA63A418,"<a href=""http://www.bigfoil.com/index.php?airfoil=f629786c-2acc-49bb-8b27-aef648a8f164"" target=""_blank"">NACA63A418</a>",NACA 63-series,18.0,35.8,2.3,JF XF,1.67,136,0.006,0.006,0.006
NACA63A419,"<a href=""http://www.bigfoil.com/index.php?airfoil=584a25fc-a59b-47f0-ac5d-073e588a6ca9"" target=""_blank"">NACA63A419</a>",NACA 63-series,19.0,35.8,2.2,JF XF,1.73,138,0.006,0.006,0.007
NACA63A420,"<a href=""http://www.bigfoil.com/index.php?airfoil=fa606240-794a-4992-9d8e-0880730222ed"" target=""_blank"">NACA63A420</a>",NACA 63-series,20.0,35.8,2.2,JF XF,1.78,136,0.006,0.006,0.007
NACA63A509,"<a href=""http://www.bigfoil.com/index.php?airfoil=e1c1cccb-49d4-4d94-a2f0-c33c8f2f2754"" target=""_blank"">NACA63A509</a>",NACA 63-series,9.0,35.8,3.2,JF XF,1.20,141,0.006,0.005,0.005
NACA63A510,"<a href=""http://www.bigfoil.com/index.php?airfoil=1695fb5f-4df7-4299-b36b-4120ca5b34a4"" target=""_blank"">NACA63A510</a>",NACA 63-series,10.0,35.8,3.1,JF XF,1.27,141,0.006,0.005,0.006
NACA63A511,"<a href=""http://www.bigfoil.com/index.php?airfoil=c442ed5f-0560-4c76-869c-0f7977ce0e52"" target=""_blank"">NACA63A511</a>",NACA 63-series,11.0,35.8,3.1,JF XF,1.33,141,0.007,0.005,0.006
NACA63A512,"<a href=""http://www.bigfoil.com/index.php?airfoil=96be9b27-814e-4e95-8bc6-57ebd9fa1d1b"" target=""_blank"">NACA63A512</a>",NACA 63-series,12.0,35.8,3.1,JF XF,1.39,141,0.007,0.006,0.006
NACA63A513,"<a href=""http://www.bigfoil.com/index.php?airfoil=817c9fd4-02f8-4e23-ab13-afdbbce8f92a"" target=""_blank"">NACA63A513</a>",NACA 63-series,13.0,35.8,3.0,JF XF,1.45,142,0.006,0.006,0.006
NACA63A514,"<a href=""http://www.bigfoil.com/index.php?airfoil=b691ac4a-982e-49ae-8041-1fd1c16e5e43"" target=""_blank"">NACA63A514</a>",NACA 63-series,14.0,35.8,3.0,JF XF,1.52,142,0.006,0.006,0.006
NACA63A515,"<a href=""http://www.bigfoil.com/index.php?airfoil=14c3851b-f653-4e1f-9b2a-c96e069df6b9"" target=""_blank"">NACA63A515</a>",NACA 63-series,15.0,35.8,3.0,JF XF,1.58,142,0.006,0.006,0.006
NACA63A516,"<a href=""http://www.bigfoil.com/index.php?airfoil=02095139-15d8-4aaa-bf03-4757d51b6ba8"" target=""_blank"">NACA63A516</a>",NACA 63-series,16.0,35.8,2.9,JF XF,1.64,141,0.006,0.006,0.006
NACA63A517,"<a href=""http://www.bigfoil.com/index.php?airfoil=693f43c1-57c9-4ea6-a330-5782a599ef77"" target=""_blank"">NACA63A517</a>",NACA 63-series,17.0,35.8,2.9,JF XF,1.70,141,0.006,0.006,0.006
NACA63A518,"<a href=""http://www.bigfoil.com/index.php?airfoil=96b8086f-b2ac-421a-98a6-33b6509bdbef"" target=""_blank"">NACA63A518</a>",NACA 63-series,18.0,35.8,2.9,JF XF,1.75,140,0.006,0.006,0.007
NACA63A519,"<a href=""http://www.bigfoil.com/index.php?airfoil=88253f37-4e66-402a-b83b-0240edf06e3d"" target=""_blank"">NACA63A519</a>",NACA 63-series,19.0,35.8,2.8,JF XF,1.81,140,0.006,0.006,0.007
NACA63A520,"<a href=""http://www.bigfoil.com/index.php?airfoil=9ccb2f80-f8fa-4352-ae91-2cc9fad32147"" target=""_blank"">NACA63A520</a>",NACA 63-series,20.0,35.8,2.8,JF XF,1.86,138,0.006,0.006,0.007
NACA63A609,"<a href=""http://www.bigfoil.com/index.php?airfoil=9453b965-c26a-4b17-8024-0c836af280a4"" target=""_blank"">NACA63A609</a>",NACA 63-series,9.0,35.8,3.8,JF XF,1.28,150,0.006,0.006,0.005
NACA63A610,"<a href=""http://www.bigfoil.com/index.php?airfoil=c7805a2c-6535-4f8e-b073-ff148c044016"" target=""_blank"">NACA63A610</a>",NACA 63-series,10.0,35.8,3.8,JF XF,1.34,149,0.006,0.005,0.006
NACA63A611,"<a href=""http://www.bigfoil.com/index.php?airfoil=acb5994e-1490-4384-b3a8-f89bbddc7447"" target=""_blank"">NACA63A611</a>",NACA 63-series,11.0,35.8,3.7,JF XF,1.40,149,0.007,0.005,0.006
NACA63A612,"<a href=""http://www.bigfoil.com/index.php?airfoil=7517c03d-5c39-467a-bc25-c97139565173"" target=""_blank"">NACA63A612</a>",NACA 63-series,12.0,35.8,3.7,JF XF,1.46,149,0.007,0.006,0.006
NACA63A613,"<a href=""http://www.bigfoil.com/index.php?airfoil=0a4d106e-af81-4ffc-a5d1-3e0d01e06664"" target=""_blank"">NACA63A613</a>",NACA 63-series,13.0,35.8,3.7,JF XF,1.53,148,0.007,0.006,0.006
NACA63A614,"<a href=""http://www.bigfoil.com/index.php?airfoil=3340bc64-39b0-4f59-a621-e079d57ac17e"" target=""_blank"">NACA63A614</a>",NACA 63-series,14.0,35.8,3.6,JF XF,1.59,148,0.007,0.006,0.006
NACA63A615,"<a href=""http://www.bigfoil.com/index.php?airfoil=64ebad5b-2669-4e4f-95a9-2a26912af5d1"" target=""_blank"">NACA63A615</a>",NACA 63-series,15.0,35.8,3.6,JF XF,1.65,148,0.007,0.006,0.006
