Name,Link,Family,Thickness(%),x-Location_of_Max_Thk(%),Camber(%),Data_Sources,Cl_Max,Cl/Cd_Max,Cd@Cl=0.1,Cd@Cl=0.4,Cd@Cl=0.6
NACA66A716,"<a href=""http://www.bigfoil.com/index.php?airfoil=2725c8fb-aefd-43b5-ab05-65f5e4383e17"" target=""_blank"">NACA66A716</a>",NACA 66-series,16.0,45.9,4.2,JF XF,1.69,224,0.007,0.006,0.005
NACA66A717,"<a href=""http://www.bigfoil.com/index.php?airfoil=72f351f8-a145-46ba-8d29-68e78832f878"" target=""_blank"">NACA66A717</a>",NACA 66-series,17.0,45.9,4.1,JF XF,1.74,224,0.007,0.007,0.005
NACA66A718,"<a href=""http://www.bigfoil.com/index.php?airfoil=520c1d4a-8445-47d5-a36d-51b57652e842"" target=""_blank"">NACA66A718</a>",NACA 66-series,18.0,45.9,4.1,JF XF,1.79,221,0.007,0.007,0.005
NACA66A719,"<a href=""http://www.bigfoil.com/index.php?airfoil=f2ec5237-a418-4081-ae4b-402100812665"" target=""_blank"">NACA66A719</a>",NACA 66-series,19.0,45.9,4.0,JF XF,1.84,220,0.007,0.007,0.005
NACA66A720,"<a href=""http://www.bigfoil.com/index.php?airfoil=645efc41-5145-438f-a2de-fca351f07d80"" target=""_blank"">NACA66A720</a>",NACA 66-series,20.0,45.9,4.0,JF XF,1.89,221,0.008,0.007,0.005
NACA67(1)-215,"<a href=""http://www.bigfoil.com/index.php?airfoil=723db3a8-e1ba-4a50-811b-0c892b8d0a58"" target=""_blank"">NACA67(1)-215</a>",NACA 67-series,15.0,49.9,1.1,JF XF,1.29,159,0.003,0.003,0.006
NACA67-109,"<a href=""http://www.bigfoil.com/index.php?airfoil=005763b0-7197-4774-873d-f9ff138ebb31"" target=""_blank"">NACA67-109</a>",NACA 67-series,9.0,47.9,0.5,JF XF,0.84,116,0.003,0.006,0.092
NACA67-109 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=c7ef9447-f221-4886-9a75-845db9189625"" target=""_blank"">NACA67-109 a=0.0</a>",NACA 67-series,9.0,47.9,0.6,JF XF,0.84,102,0.003,0.006,0.098
NACA67-109 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=1c757e6b-95d9-44d8-a0f1-2a1bf1017ef8"" target=""_blank"">NACA67-109 a=0.2</a>",NACA 67-series,9.0,47.9,0.6,JF XF,0.85,94,0.003,0.006,0.097
NACA67-109 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=cc89ca1b-eb7c-4c4f-94b2-6dd256cf0bf1"" target=""_blank"">NACA67-109 a=0.5</a>",NACA 67-series,9.0,47.9,0.7,JF XF,0.83,93,0.003,0.006,0.091
NACA67-109 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=7752d1de-62c2-4d1e-ae9c-6d4c06dfd6fd"" target=""_blank"">NACA67-109 a=0.6</a>",NACA 67-series,9.0,47.9,0.7,JF XF,0.84,101,0.003,0.006,0.091
NACA67-109 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=a9a30d21-1728-4ac7-9621-e0d14e75a5ca"" target=""_blank"">NACA67-109 a=0.8</a>",NACA 67-series,9.0,47.9,0.6,JF XF,0.84,112,0.003,0.006,0.090
NACA67-110,"<a href=""http://www.bigfoil.com/index.php?airfoil=f3130259-e6bf-48f2-85a4-d5ea3e106aa7"" target=""_blank"">NACA67-110</a>",NACA 67-series,10.0,47.9,0.5,JF XF,0.91,113,0.003,0.007,0.007
NACA67-110 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=cb1855d9-2df9-457a-8fcc-3be9d694ac1c"" target=""_blank"">NACA67-110 a=0.0</a>",NACA 67-series,10.0,47.9,0.5,JF XF,0.91,96,0.003,0.006,0.107
NACA67-110 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=73477c13-6409-480f-8ce4-87d21015fa67"" target=""_blank"">NACA67-110 a=0.2</a>",NACA 67-series,10.0,47.9,0.6,JF XF,0.91,97,0.003,0.006,0.108
NACA67-110 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=1376db0e-c800-4bb4-8200-fc9a24a28e6a"" target=""_blank"">NACA67-110 a=0.5</a>",NACA 67-series,10.0,47.9,0.7,JF XF,0.91,102,0.003,0.005,0.008
NACA67-110 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=4904a31a-7d2f-4bf1-afc9-03122d178fd1"" target=""_blank"">NACA67-110 a=0.6</a>",NACA 67-series,10.0,47.9,0.7,JF XF,0.91,111,0.003,0.005,0.008
NACA67-110 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=f42ac1ab-5236-4060-b2b4-58748be9f1b6"" target=""_blank"">NACA67-110 a=0.8</a>",NACA 67-series,10.0,47.9,0.6,JF XF,0.91,126,0.003,0.004,0.008
NACA67-111,"<a href=""http://www.bigfoil.com/index.php?airfoil=65d48e23-929a-4608-86ce-4c82ddd0d586"" target=""_blank"">NACA67-111</a>",NACA 67-series,11.0,47.9,0.5,JF XF,0.97,124,0.003,0.003,0.007
NACA67-111 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=bd7c944d-f920-4806-b77e-a1e9f689b6ab"" target=""_blank"">NACA67-111 a=0.0</a>",NACA 67-series,11.0,47.9,0.5,JF XF,0.97,94,0.003,0.004,0.008
NACA67-111 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=e4351fde-0a33-414e-bf9d-f7cfd2664b71"" target=""_blank"">NACA67-111 a=0.2</a>",NACA 67-series,11.0,47.9,0.6,JF XF,0.97,94,0.003,0.004,0.008
NACA67-111 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=16c531aa-5437-4b51-a50b-7d8b97789c88"" target=""_blank"">NACA67-111 a=0.5</a>",NACA 67-series,11.0,47.9,0.7,JF XF,0.97,98,0.003,0.005,0.008
NACA67-111 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=ab84851c-6e74-4589-b600-3ecbb6f74b2e"" target=""_blank"">NACA67-111 a=0.6</a>",NACA 67-series,11.0,47.9,0.7,JF XF,0.97,106,0.003,0.005,0.008
NACA67-111 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=0a9023a2-874b-4e66-9e5b-0b270b3017b8"" target=""_blank"">NACA67-111 a=0.8</a>",NACA 67-series,11.0,47.9,0.6,JF XF,0.97,121,0.003,0.004,0.008
NACA67-112,"<a href=""http://www.bigfoil.com/index.php?airfoil=ffcfd756-e101-43d8-87c7-82190ce6eac1"" target=""_blank"">NACA67-112</a>",NACA 67-series,12.0,47.9,0.5,JF XF,1.04,122,0.003,0.003,0.008
NACA67-112 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=6a42149b-cbf6-4830-a14a-53839e4c8ce5"" target=""_blank"">NACA67-112 a=0.0</a>",NACA 67-series,12.0,47.9,0.5,JF XF,1.03,99,0.003,0.004,0.008
NACA67-112 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=44399e2f-b290-49a5-ab36-dd4848135381"" target=""_blank"">NACA67-112 a=0.2</a>",NACA 67-series,12.0,47.9,0.6,JF XF,1.03,100,0.003,0.004,0.008
NACA67-112 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=8a8ea4a9-e664-4714-8b3b-82a908d8753c"" target=""_blank"">NACA67-112 a=0.5</a>",NACA 67-series,12.0,47.9,0.7,JF XF,1.03,113,0.003,0.004,0.008
NACA67-112 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=2c835733-6115-42ba-8440-048db59ee444"" target=""_blank"">NACA67-112 a=0.6</a>",NACA 67-series,12.0,47.9,0.6,JF XF,1.03,117,0.003,0.004,0.008
NACA67-112 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=ede193d1-bd58-4a9d-a079-adab4e3aa269"" target=""_blank"">NACA67-112 a=0.8</a>",NACA 67-series,12.0,47.9,0.6,JF XF,1.04,130,0.003,0.003,0.008
NACA67-113,"<a href=""http://www.bigfoil.com/index.php?airfoil=b2a8d6f3-ccab-4e3b-89d4-dbe106c69ff5"" target=""_blank"">NACA67-113</a>",NACA 67-series,13.0,47.9,0.5,JF XF,1.10,131,0.003,0.003,0.009
NACA67-113 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=dc96c388-f6b2-4b62-afef-35710356004b"" target=""_blank"">NACA67-113 a=0.0</a>",NACA 67-series,13.0,47.9,0.5,JF XF,1.09,106,0.003,0.004,0.009
NACA67-113 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=1af78e44-c5ef-4e2d-8a81-45e6db33d515"" target=""_blank"">NACA67-113 a=0.2</a>",NACA 67-series,13.0,47.9,0.6,JF XF,1.09,111,0.003,0.004,0.009
NACA67-113 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=e787bdc9-7905-416b-9721-a5f1ca8b0b57"" target=""_blank"">NACA67-113 a=0.5</a>",NACA 67-series,13.0,47.9,0.6,JF XF,1.10,113,0.003,0.004,0.009
NACA67-113 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=d582a847-548b-4f8c-8a89-1202d14fe650"" target=""_blank"">NACA67-113 a=0.6</a>",NACA 67-series,13.0,47.9,0.6,JF XF,1.10,124,0.003,0.003,0.009
NACA67-113 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=e0173d4a-2237-441b-870a-297adc7e35a3"" target=""_blank"">NACA67-113 a=0.8</a>",NACA 67-series,13.0,47.9,0.6,JF XF,1.10,138,0.003,0.003,0.009
NACA67-114,"<a href=""http://www.bigfoil.com/index.php?airfoil=e77265e6-cb71-401f-b64d-8c0dfc5572b0"" target=""_blank"">NACA67-114</a>",NACA 67-series,14.0,47.9,0.5,JF XF,1.17,132,0.003,0.003,0.009
NACA67-114 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=8c625b29-87cb-4575-b3d5-c28e84979694"" target=""_blank"">NACA67-114 a=0.0</a>",NACA 67-series,14.0,47.9,0.5,JF XF,1.15,102,0.003,0.004,0.009
NACA67-114 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=6ceb3f0d-b69c-4a5e-afbd-fc11cc12d8e8"" target=""_blank"">NACA67-114 a=0.2</a>",NACA 67-series,14.0,47.9,0.5,JF XF,1.15,101,0.003,0.004,0.009
NACA67-114 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=e5c6fa7a-c36a-49e5-8f2a-167367f328b2"" target=""_blank"">NACA67-114 a=0.5</a>",NACA 67-series,14.0,47.9,0.6,JF XF,1.16,110,0.003,0.004,0.009
NACA67-114 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=5ec5f412-a134-448e-a4f2-3048e5ac355e"" target=""_blank"">NACA67-114 a=0.6</a>",NACA 67-series,14.0,47.9,0.6,JF XF,1.16,122,0.003,0.004,0.009
NACA67-114 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=ff0cffe5-4a8f-4a05-99bd-4c35aa070f2b"" target=""_blank"">NACA67-114 a=0.8</a>",NACA 67-series,14.0,47.9,0.6,JF XF,1.17,147,0.003,0.003,0.009
NACA67-115,"<a href=""http://www.bigfoil.com/index.php?airfoil=5e311e9e-9ac9-4483-9d48-4dab6ffdf9fa"" target=""_blank"">NACA67-115</a>",NACA 67-series,15.0,47.9,0.4,JF XF,1.23,138,0.003,0.003,0.009
NACA67-115 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=30132eb1-479d-4830-8bd1-dad8c4190a68"" target=""_blank"">NACA67-115 a=0.0</a>",NACA 67-series,15.0,47.9,0.5,JF XF,1.21,100,0.003,0.004,0.009
NACA67-115 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=4bf2e8af-4807-4e37-92be-d39bdb581a31"" target=""_blank"">NACA67-115 a=0.2</a>",NACA 67-series,15.0,47.9,0.5,JF XF,1.22,100,0.003,0.004,0.009
NACA67-115 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=43e93658-e976-4f4d-ac8d-5f3371e5e249"" target=""_blank"">NACA67-115 a=0.5</a>",NACA 67-series,15.0,47.9,0.6,JF XF,1.22,111,0.003,0.004,0.008
NACA67-115 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=2839626e-cd7a-4c8f-8fb0-202f81a56873"" target=""_blank"">NACA67-115 a=0.6</a>",NACA 67-series,15.0,47.9,0.6,JF XF,1.23,125,0.003,0.004,0.007
NACA67-115 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=60043928-50d6-43a2-b79e-c94cf1a73461"" target=""_blank"">NACA67-115 a=0.8</a>",NACA 67-series,15.0,47.9,0.6,JF XF,1.23,127,0.003,0.004,0.009
NACA67-116,"<a href=""http://www.bigfoil.com/index.php?airfoil=f10ffc4c-643d-4909-add3-8ab9943bee39"" target=""_blank"">NACA67-116</a>",NACA 67-series,16.0,47.9,0.4,JF XF,1.28,130,0.003,0.003,0.006
NACA67-116 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=d61a15ba-1c2f-464e-9782-72ad98e55652"" target=""_blank"">NACA67-116 a=0.0</a>",NACA 67-series,16.0,47.9,0.4,JF XF,1.27,101,0.003,0.004,0.007
NACA67-116 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=a26ea12d-5b60-4407-97cc-1e750ad02e42"" target=""_blank"">NACA67-116 a=0.2</a>",NACA 67-series,16.0,47.9,0.5,JF XF,1.27,101,0.003,0.004,0.007
NACA67-116 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=1c82d4cf-95e5-4a73-ac39-887d489f467b"" target=""_blank"">NACA67-116 a=0.5</a>",NACA 67-series,16.0,47.9,0.6,JF XF,1.28,111,0.003,0.004,0.008
NACA67-116 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=512f36eb-df27-4832-912f-1af4cbed3693"" target=""_blank"">NACA67-116 a=0.6</a>",NACA 67-series,16.0,47.9,0.6,JF XF,1.28,126,0.003,0.004,0.007
NACA67-116 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=4b45f1b5-81ba-4aa5-8b14-9e83fd55bfa6"" target=""_blank"">NACA67-116 a=0.8</a>",NACA 67-series,16.0,47.9,0.5,JF XF,1.28,135,0.003,0.004,0.006
NACA67-117,"<a href=""http://www.bigfoil.com/index.php?airfoil=d5231185-63a5-4563-a411-bd4999d50099"" target=""_blank"">NACA67-117</a>",NACA 67-series,17.0,47.9,0.4,JF XF,1.32,140,0.003,0.003,0.005
NACA67-117 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=3cc33a46-d0a2-433b-a9c1-12c64804e8a0"" target=""_blank"">NACA67-117 a=0.0</a>",NACA 67-series,17.0,47.9,0.4,JF XF,1.32,104,0.003,0.004,0.007
NACA67-117 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=414086c1-12fa-4c99-ac0e-c995bd983976"" target=""_blank"">NACA67-117 a=0.2</a>",NACA 67-series,17.0,47.9,0.5,JF XF,1.32,103,0.003,0.004,0.007
NACA67-117 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=0be8f425-a639-452e-81c5-d7bb2b4acef6"" target=""_blank"">NACA67-117 a=0.5</a>",NACA 67-series,17.0,47.9,0.6,JF XF,1.32,111,0.003,0.004,0.005
NACA67-117 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=eaa72a48-e89e-4908-b281-0d5556620027"" target=""_blank"">NACA67-117 a=0.6</a>",NACA 67-series,17.0,47.9,0.6,JF XF,1.33,125,0.003,0.004,0.005
NACA67-117 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=742336d8-729c-4957-b997-ae259b897a0c"" target=""_blank"">NACA67-117 a=0.8</a>",NACA 67-series,17.0,47.9,0.5,JF XF,1.33,133,0.003,0.004,0.005
NACA67-118,"<a href=""http://www.bigfoil.com/index.php?airfoil=945bab73-656a-4cd0-9544-468827b51ed4"" target=""_blank"">NACA67-118</a>",NACA 67-series,18.0,47.9,0.4,JF XF,1.37,143,0.004,0.004,0.004
NACA67-118 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=b0d145ad-4f57-46c3-ab6c-fedca4216086"" target=""_blank"">NACA67-118 a=0.0</a>",NACA 67-series,18.0,47.9,0.4,JF XF,1.36,115,0.004,0.004,0.007
NACA67-118 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=d693111d-b08e-448a-936d-ca598b8f5c90"" target=""_blank"">NACA67-118 a=0.2</a>",NACA 67-series,18.0,47.9,0.5,JF XF,1.37,108,0.004,0.004,0.007
NACA67-118 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=cfcf178c-c265-4ebe-92c6-80186e50bb19"" target=""_blank"">NACA67-118 a=0.5</a>",NACA 67-series,18.0,47.9,0.6,JF XF,1.37,111,0.004,0.004,0.005
NACA67-118 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=9c0ae0e7-a05d-44a0-90c2-b1ac9cfbb0aa"" target=""_blank"">NACA67-118 a=0.6</a>",NACA 67-series,18.0,47.9,0.6,JF XF,1.37,126,0.004,0.004,0.005
NACA67-118 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=679ba795-f32c-433c-82ec-db4c0573897c"" target=""_blank"">NACA67-118 a=0.8</a>",NACA 67-series,18.0,47.9,0.5,JF XF,1.38,131,0.003,0.004,0.005
NACA67-119,"<a href=""http://www.bigfoil.com/index.php?airfoil=abdca2fb-13d1-4df3-99f9-304c2fb66cf5"" target=""_blank"">NACA67-119</a>",NACA 67-series,19.0,47.9,0.4,JF XF,1.42,136,0.004,0.004,0.004
NACA67-119 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=8e644ccd-40f9-4746-a188-55103694ecd0"" target=""_blank"">NACA67-119 a=0.0</a>",NACA 67-series,19.0,47.9,0.4,JF XF,1.41,118,0.004,0.004,0.006
NACA67-119 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=cf557061-0173-44f3-8138-3ccc1c8802c7"" target=""_blank"">NACA67-119 a=0.2</a>",NACA 67-series,19.0,47.9,0.5,JF XF,1.41,119,0.004,0.004,0.006
NACA67-119 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=11657bcc-a744-44a7-8240-576fc403bf6b"" target=""_blank"">NACA67-119 a=0.5</a>",NACA 67-series,19.0,47.9,0.6,JF XF,1.42,118,0.004,0.004,0.005
NACA67-119 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=0f372493-7fa3-4d7d-93f8-b241147ec75d"" target=""_blank"">NACA67-119 a=0.6</a>",NACA 67-series,19.0,47.9,0.6,JF XF,1.42,132,0.004,0.004,0.005
NACA67-119 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=cc43274b-5c27-440e-96d9-9e4fd0f18d27"" target=""_blank"">NACA67-119 a=0.8</a>",NACA 67-series,19.0,47.9,0.5,JF XF,1.43,137,0.004,0.004,0.004
NACA67-120,"<a href=""http://www.bigfoil.com/index.php?airfoil=7b94f604-6024-4f59-9b7a-7ee771dd490b"" target=""_blank"">NACA67-120</a>",NACA 67-series,20.0,47.9,0.4,JF XF,1.47,145,0.004,0.004,0.004
NACA67-120 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=c40ed5a2-615b-4372-8799-120903b69ba3"" target=""_blank"">NACA67-120 a=0.0</a>",NACA 67-series,20.0,47.9,0.4,JF XF,1.46,112,0.004,0.004,0.006
NACA67-120 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=6c54190c-9081-4cc6-a479-f7e754594b45"" target=""_blank"">NACA67-120 a=0.2</a>",NACA 67-series,20.0,47.9,0.4,JF XF,1.46,110,0.004,0.004,0.006
NACA67-120 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=0f7670b9-d7b8-41f9-9eda-974ed205d73a"" target=""_blank"">NACA67-120 a=0.5</a>",NACA 67-series,20.0,47.9,0.5,JF XF,1.47,120,0.004,0.004,0.005
NACA67-120 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=93caddaf-1116-4b5f-b7f1-b48be8734da7"" target=""_blank"">NACA67-120 a=0.6</a>",NACA 67-series,20.0,47.9,0.5,JF XF,1.47,138,0.004,0.004,0.004
NACA67-120 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=f76e40b6-aed4-47f7-908c-209bf6d2a7ea"" target=""_blank"">NACA67-120 a=0.8</a>",NACA 67-series,20.0,47.9,0.5,JF XF,1.48,151,0.004,0.004,0.004
NACA67-209,"<a href=""http://www.bigfoil.com/index.php?airfoil=4294a2b5-e699-4b56-a093-d9a160bc99f6"" target=""_blank"">NACA67-209</a>",NACA 67-series,9.0,47.9,1.0,JF XF,0.93,150,0.003,0.003,0.092
NACA67-209 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=7fb5f5f3-b53e-4df2-be43-02f6dd8db2d9"" target=""_blank"">NACA67-209 a=0.0</a>",NACA 67-series,9.0,47.9,1.1,JF XF,0.92,101,0.003,0.004,0.103
NACA67-209 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=8f229a9b-645b-44a0-9323-8d4eac453018"" target=""_blank"">NACA67-209 a=0.2</a>",NACA 67-series,9.0,47.9,1.3,JF XF,0.93,102,0.003,0.004,0.104
NACA67-209 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=bbc7ff07-5cb9-4805-8ad8-3091638ab0cd"" target=""_blank"">NACA67-209 a=0.5</a>",NACA 67-series,9.0,47.9,1.4,JF XF,0.93,117,0.003,0.004,0.104
NACA67-209 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=08e17265-ad94-42af-92fe-ff53fc1aa3ac"" target=""_blank"">NACA67-209 a=0.6</a>",NACA 67-series,9.0,47.9,1.4,JF XF,0.93,135,0.003,0.003,0.096
NACA67-209 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=0dd31517-feb7-4a31-b00b-a35f00f79dca"" target=""_blank"">NACA67-209 a=0.8</a>",NACA 67-series,9.0,47.9,1.3,JF XF,0.92,156,0.003,0.003,0.092
NACA67-210,"<a href=""http://www.bigfoil.com/index.php?airfoil=159f54ab-8442-4ddb-b120-bf537da13754"" target=""_blank"">NACA67-210</a>",NACA 67-series,10.0,47.9,1.0,JF XF,0.99,158,0.003,0.003,0.007
NACA67-210 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=c736720b-db0c-4728-8d47-1e4691aaf3b7"" target=""_blank"">NACA67-210 a=0.0</a>",NACA 67-series,10.0,47.9,1.1,JF XF,0.98,109,0.003,0.004,0.008
NACA67-210 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=574e26bb-00ee-47b1-9420-af3f5ce1d432"" target=""_blank"">NACA67-210 a=0.2</a>",NACA 67-series,10.0,47.9,1.2,JF XF,0.99,109,0.003,0.004,0.114
NACA67-210 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=189ba742-5e04-4f34-9636-7bd00357f257"" target=""_blank"">NACA67-210 a=0.5</a>",NACA 67-series,10.0,47.9,1.4,JF XF,0.99,136,0.003,0.004,0.115
NACA67-210 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=55352e5e-9d33-432a-9486-42dceb70e5d4"" target=""_blank"">NACA67-210 a=0.6</a>",NACA 67-series,10.0,47.9,1.4,JF XF,0.99,144,0.003,0.003,0.008
NACA67-210 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=dfef1e9b-647f-48f6-8d43-fa55adc5c91d"" target=""_blank"">NACA67-210 a=0.8</a>",NACA 67-series,10.0,47.9,1.3,JF XF,0.99,148,0.003,0.003,0.008
NACA67-211,"<a href=""http://www.bigfoil.com/index.php?airfoil=4b3f7bc3-08c4-4f43-86aa-2496646d6661"" target=""_blank"">NACA67-211</a>",NACA 67-series,11.0,47.9,1.0,JF XF,1.05,158,0.003,0.003,0.007
NACA67-211 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=822d5e76-fc46-4642-94b9-b24b56f3ab51"" target=""_blank"">NACA67-211 a=0.0</a>",NACA 67-series,11.0,47.9,1.1,JF XF,1.04,107,0.003,0.004,0.008
NACA67-211 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=c3d62e84-1f44-4d05-b164-f5ed7b27f426"" target=""_blank"">NACA67-211 a=0.2</a>",NACA 67-series,11.0,47.9,1.2,JF XF,1.04,107,0.003,0.004,0.008
NACA67-211 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=aef4ae8a-84bd-427a-bf40-f6733a20809d"" target=""_blank"">NACA67-211 a=0.5</a>",NACA 67-series,11.0,47.9,1.4,JF XF,1.05,128,0.003,0.004,0.008
NACA67-211 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=41fb2b81-5a89-422b-b2a2-e40d5e0ad4ed"" target=""_blank"">NACA67-211 a=0.6</a>",NACA 67-series,11.0,47.9,1.4,JF XF,1.05,138,0.003,0.004,0.008
NACA67-211 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=8d87c2e4-bd2f-4e03-868e-d1b2c95849d6"" target=""_blank"">NACA67-211 a=0.8</a>",NACA 67-series,11.0,47.9,1.2,JF XF,1.05,160,0.003,0.003,0.008
NACA67-212,"<a href=""http://www.bigfoil.com/index.php?airfoil=d1503562-e3ed-4124-99bf-785a264e1444"" target=""_blank"">NACA67-212</a>",NACA 67-series,12.0,47.9,1.0,JF XF,1.11,157,0.003,0.003,0.007
NACA67-212 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=4362acc4-a06d-4e4b-b1aa-f9859d715535"" target=""_blank"">NACA67-212 a=0.0</a>",NACA 67-series,12.0,47.9,1.1,JF XF,1.09,111,0.003,0.004,0.007
NACA67-212 A=0.2,"<a href=""http://www.bigfoil.com/index.php?airfoil=b8b5edfe-23e0-4392-bdcc-aa40ddfaea80"" target=""_blank"">NACA67-212 a=0.2</a>",NACA 67-series,12.0,47.9,1.2,JF XF,1.10,111,0.003,0.004,0.006
NACA67-212 A=0.5,"<a href=""http://www.bigfoil.com/index.php?airfoil=66b2a986-f9cf-40c8-8442-6be0c38488dd"" target=""_blank"">NACA67-212 a=0.5</a>",NACA 67-series,12.0,47.9,1.3,JF XF,1.11,146,0.003,0.004,0.006
NACA67-212 A=0.6,"<a href=""http://www.bigfoil.com/index.php?airfoil=f2db5617-f814-4009-bd94-e0721b3f68d7"" target=""_blank"">NACA67-212 a=0.6</a>",NACA 67-series,12.0,47.9,1.3,JF XF,1.11,155,0.003,0.004,0.005
NACA67-212 A=0.8,"<a href=""http://www.bigfoil.com/index.php?airfoil=93a7c9a6-30d4-4627-9760-79e3012a1f25"" target=""_blank"">NACA67-212 a=0.8</a>",NACA 67-series,12.0,47.9,1.2,JF XF,1.11,165,0.003,0.003,0.008
NACA67-213,"<a href=""http://www.bigfoil.com/index.php?airfoil=e307d5d1-0271-4648-b140-381133ad2e31"" target=""_blank"">NACA67-213</a>",NACA 67-series,13.0,47.9,1.0,JF XF,1.17,158,0.003,0.003,0.006
NACA67-213 A=0.0,"<a href=""http://www.bigfoil.com/index.php?airfoil=57a3897a-3ff2-4fcb-95ca-ff922c919568"" target=""_blank"">NACA67-213 a=0.0</a>",NACA 67-series,13.0,47.9,1.0,JF XF,1.15,110,0.003,0.004,0.007
